loan_id,customer_id,origination_date,product,channel,region,loan_purpose,risk_band,risk_score,original_amount_vnd,tenor_months,annual_interest_rate
LN0003787,CUS0006207,2023-09-01,Personal Loan,Branch,Hanoi,Electronics,C,650,86000000,48,0.1801
LN0003788,CUS0004516,2023-05-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Other,B,703,17000000,12,0.2333
LN0003789,CUS0008457,2024-02-01,Personal Loan,Branch,Ho Chi Minh City,Medical,C,663,225000000,18,0.1905
LN0003790,CUS0008018,2023-11-01,Buy Now Pay Later,Digital,Hanoi,Electronics,B,731,3000000,6,0.2725
LN0003791,CUS0006769,2024-03-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,D,623,249000000,36,0.2446
LN0003792,CUS0002005,2024-01-01,Credit Card,Partner,Central,Medical,A,813,58000000,36,0.3276
LN0003793,CUS0001348,2023-03-01,Buy Now Pay Later,Branch,South,Consumption,C,651,2000000,6,0.1956
LN0003794,CUS0006216,2023-12-01,Personal Loan,Digital,Central,Consumption,C,693,106000000,18,0.2226
LN0003795,CUS0003999,2024-01-01,Credit Card,Digital,North,Electronics,C,684,74000000,36,0.2787
LN0003796,CUS0004239,2023-12-01,Personal Loan,Partner,North,Medical,B,738,85000000,36,0.259
LN0003797,CUS0003587,2024-05-01,Installment Loan,Partner,North,Education,B,709,92000000,6,0.2077
LN0003798,CUS0005437,2023-11-01,Installment Loan,Digital,Central,Home Improvement,E,533,48000000,12,0.3127
LN0003799,CUS0000173,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Consumption,D,594,264000000,24,0.2409
LN0003800,CUS0002273,2023-03-01,Buy Now Pay Later,Partner,Hanoi,Electronics,C,696,30000000,3,0.196
LN0003801,CUS0003063,2024-02-01,Personal Loan,Digital,Hanoi,Medical,D,580,26000000,24,0.1833
LN0003802,CUS0003009,2023-08-01,Personal Loan,Digital,South,Education,D,627,55000000,12,0.2666
LN0003803,CUS0004713,2023-11-01,Credit Card,Branch,South,Electronics,D,585,13000000,36,0.3436
LN0003804,CUS0008853,2023-04-01,Installment Loan,Branch,North,Consumption,A,848,20000000,18,0.2016
LN0003805,CUS0004549,2023-08-01,Personal Loan,Branch,North,Consumption,A,829,160000000,36,0.2972
LN0003806,CUS0008871,2023-12-01,Personal Loan,Branch,Ho Chi Minh City,Consumption,D,598,241000000,18,0.2907
LN0003807,CUS0008811,2023-07-01,Personal Loan,Partner,Hanoi,Education,C,663,28000000,36,0.2011
LN0003808,CUS0006775,2024-01-01,Credit Card,Partner,Ho Chi Minh City,Consumption,A,762,95000000,36,0.3338
LN0003809,CUS0002094,2023-04-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,D,619,298000000,36,0.2023
LN0003810,CUS0004089,2023-09-01,Personal Loan,Telesales,South,Education,C,697,235000000,24,0.287
LN0003811,CUS0008311,2023-11-01,Personal Loan,Telesales,South,Home Improvement,D,595,22000000,12,0.2771
LN0003812,CUS0006436,2024-05-01,Credit Card,Partner,Hanoi,Other,D,585,78000000,36,0.3393
LN0003813,CUS0002744,2023-12-01,Buy Now Pay Later,Partner,Ho Chi Minh City,Education,B,743,7000000,12,0.286
LN0003814,CUS0003722,2023-05-01,Personal Loan,Branch,Hanoi,Medical,B,709,264000000,48,0.2589
LN0003815,CUS0001483,2023-04-01,Credit Card,Partner,North,Home Improvement,D,633,94000000,36,0.274
LN0003816,CUS0005480,2023-06-01,Buy Now Pay Later,Digital,South,Medical,A,840,18000000,6,0.2695
LN0003817,CUS0005858,2023-08-01,Credit Card,Branch,Hanoi,Consumption,A,785,91000000,36,0.2961
LN0003818,CUS0004420,2024-05-01,Installment Loan,Digital,North,Home Improvement,D,596,82000000,24,0.2714
LN0003819,CUS0000874,2024-03-01,Personal Loan,Digital,North,Education,B,714,60000000,12,0.2899
LN0003820,CUS0001527,2023-10-01,Installment Loan,Digital,Hanoi,Education,A,817,60000000,12,0.2975
LN0003821,CUS0002627,2024-02-01,Installment Loan,Partner,North,Electronics,D,630,48000000,6,0.2687
LN0003822,CUS0000423,2023-10-01,Credit Card,Partner,North,Electronics,A,793,96000000,36,0.274
LN0003823,CUS0000444,2023-08-01,Personal Loan,Branch,Central,Other,D,592,170000000,24,0.2791
LN0003824,CUS0004367,2024-01-01,Personal Loan,Branch,South,Other,B,740,227000000,18,0.2512
LN0003825,CUS0006143,2024-01-01,Installment Loan,Digital,Central,Electronics,A,842,61000000,24,0.2846
LN0003826,CUS0003573,2024-02-01,Personal Loan,Branch,North,Home Improvement,B,757,158000000,18,0.2647
LN0003827,CUS0003098,2024-05-01,Credit Card,Branch,South,Electronics,B,735,79000000,36,0.3408
LN0003828,CUS0006596,2024-04-01,Credit Card,Digital,South,Consumption,B,728,39000000,36,0.316
LN0003829,CUS0003390,2023-05-01,Installment Loan,Partner,Ho Chi Minh City,Education,B,744,8000000,6,0.3076
LN0003830,CUS0005909,2023-08-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Other,D,646,23000000,12,0.2263
LN0003831,CUS0007048,2023-01-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Education,A,824,22000000,9,0.1801
LN0003832,CUS0007079,2023-02-01,Personal Loan,Partner,North,Education,B,706,166000000,24,0.2459
LN0003833,CUS0002799,2024-03-01,Personal Loan,Digital,South,Consumption,B,751,42000000,12,0.2177
LN0003834,CUS0007237,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Education,D,606,258000000,36,0.2909
LN0003835,CUS0002536,2023-12-01,Buy Now Pay Later,Digital,Hanoi,Education,D,646,14000000,9,0.2881
LN0003836,CUS0002132,2024-05-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,B,718,253000000,18,0.2656
LN0003837,CUS0007470,2024-04-01,Personal Loan,Digital,Ho Chi Minh City,Medical,C,653,263000000,18,0.2755
LN0003838,CUS0001883,2023-07-01,Personal Loan,Telesales,Ho Chi Minh City,Consumption,C,655,177000000,36,0.1941
LN0003839,CUS0006606,2023-06-01,Personal Loan,Partner,Central,Consumption,A,808,45000000,24,0.1887
LN0003840,CUS0005844,2023-04-01,Installment Loan,Branch,Central,Medical,B,745,38000000,12,0.2051
LN0003841,CUS0002696,2023-08-01,Credit Card,Branch,South,Other,B,754,41000000,36,0.3477
LN0003842,CUS0008552,2023-08-01,Buy Now Pay Later,Digital,Hanoi,Other,A,784,19000000,12,0.2444
LN0003843,CUS0006805,2024-04-01,Personal Loan,Branch,Central,Home Improvement,A,780,244000000,12,0.2873
LN0003844,CUS0000017,2023-11-01,Installment Loan,Digital,Hanoi,Medical,A,826,62000000,12,0.2656
LN0003845,CUS0001267,2023-07-01,Installment Loan,Telesales,South,Home Improvement,B,737,62000000,12,0.3138
LN0003846,CUS0001535,2023-02-01,Personal Loan,Digital,Hanoi,Electronics,E,460,243000000,12,0.2604
LN0003847,CUS0006446,2023-02-01,Credit Card,Branch,North,Electronics,D,619,63000000,36,0.2786
LN0003848,CUS0005352,2024-01-01,Installment Loan,Partner,Hanoi,Medical,B,730,66000000,12,0.2615
LN0003849,CUS0005694,2023-01-01,Personal Loan,Telesales,North,Consumption,C,679,209000000,24,0.2517
LN0003850,CUS0005640,2023-11-01,Buy Now Pay Later,Telesales,Hanoi,Home Improvement,C,653,14000000,12,0.26
LN0003851,CUS0008068,2023-06-01,Personal Loan,Digital,South,Electronics,A,845,215000000,12,0.283
LN0003852,CUS0002684,2023-02-01,Personal Loan,Branch,North,Consumption,C,658,81000000,36,0.2767
LN0003853,CUS0004260,2023-05-01,Buy Now Pay Later,Telesales,Hanoi,Electronics,B,754,15000000,6,0.2674
LN0003854,CUS0006026,2023-01-01,Personal Loan,Digital,Ho Chi Minh City,Consumption,B,730,95000000,24,0.2735
LN0003855,CUS0002014,2023-05-01,Personal Loan,Partner,Ho Chi Minh City,Other,C,668,109000000,24,0.2597
LN0003856,CUS0005016,2023-01-01,Buy Now Pay Later,Partner,Central,Consumption,B,758,30000000,12,0.1999
LN0003857,CUS0000101,2023-08-01,Personal Loan,Digital,Hanoi,Consumption,B,758,87000000,24,0.2749
LN0003858,CUS0007737,2023-06-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,C,650,162000000,12,0.2788
LN0003859,CUS0002246,2023-11-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,B,733,18000000,18,0.2559
LN0003860,CUS0006386,2023-05-01,Personal Loan,Telesales,Hanoi,Home Improvement,D,582,237000000,24,0.1909
LN0003861,CUS0002991,2023-06-01,Credit Card,Branch,South,Home Improvement,D,609,104000000,36,0.3224
LN0003862,CUS0007004,2023-02-01,Credit Card,Digital,South,Education,D,644,13000000,36,0.2776
LN0003863,CUS0006814,2023-09-01,Personal Loan,Digital,South,Other,B,715,250000000,24,0.2703
LN0003864,CUS0006553,2023-10-01,Personal Loan,Branch,North,Other,E,577,155000000,24,0.2792
LN0003865,CUS0000773,2023-08-01,Personal Loan,Telesales,South,Education,B,705,168000000,36,0.1906
LN0003866,CUS0007320,2024-05-01,Credit Card,Digital,North,Education,E,505,49000000,36,0.327
LN0003867,CUS0000944,2023-02-01,Personal Loan,Digital,North,Education,A,778,184000000,48,0.1858
LN0003868,CUS0008367,2024-05-01,Installment Loan,Digital,Ho Chi Minh City,Other,B,737,24000000,24,0.3047
LN0003869,CUS0007289,2023-08-01,Buy Now Pay Later,Partner,North,Other,C,692,25000000,6,0.1883
LN0003870,CUS0003114,2024-02-01,Buy Now Pay Later,Branch,Central,Medical,A,775,8000000,3,0.2983
LN0003871,CUS0005213,2023-02-01,Credit Card,Branch,Central,Home Improvement,C,699,93000000,36,0.275
LN0003872,CUS0007293,2023-03-01,Credit Card,Digital,South,Education,A,849,76000000,36,0.3237
LN0003873,CUS0005265,2024-05-01,Personal Loan,Branch,Ho Chi Minh City,Other,E,529,144000000,36,0.2427
LN0003874,CUS0003162,2023-04-01,Installment Loan,Digital,Hanoi,Other,D,634,43000000,18,0.2375
LN0003875,CUS0003403,2023-10-01,Installment Loan,Partner,South,Education,B,720,46000000,24,0.2314
LN0003876,CUS0006374,2024-01-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Consumption,B,705,9000000,12,0.1826
LN0003877,CUS0006998,2023-08-01,Installment Loan,Digital,Ho Chi Minh City,Education,A,761,37000000,6,0.2331
LN0003878,CUS0001776,2023-09-01,Personal Loan,Partner,South,Other,A,787,172000000,36,0.2979
LN0003879,CUS0000486,2024-04-01,Personal Loan,Digital,Hanoi,Electronics,B,749,145000000,12,0.2991
LN0003880,CUS0000148,2024-03-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Home Improvement,D,599,30000000,12,0.2129
LN0003881,CUS0003539,2023-04-01,Credit Card,Partner,Hanoi,Home Improvement,D,586,32000000,36,0.296
LN0003882,CUS0008338,2023-07-01,Credit Card,Digital,North,Electronics,C,689,101000000,36,0.2642
LN0003883,CUS0003851,2023-07-01,Installment Loan,Digital,South,Education,B,730,12000000,6,0.2506
LN0003884,CUS0006167,2024-05-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,C,681,15000000,24,0.2837
LN0003885,CUS0000735,2023-06-01,Installment Loan,Digital,North,Education,D,639,74000000,12,0.2556
LN0003886,CUS0000826,2023-02-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,B,741,60000000,24,0.2001
LN0003887,CUS0004305,2023-03-01,Personal Loan,Digital,North,Electronics,D,612,139000000,18,0.2927
LN0003888,CUS0001730,2023-10-01,Credit Card,Telesales,South,Consumption,A,821,13000000,36,0.3144
LN0003889,CUS0007970,2023-02-01,Personal Loan,Partner,South,Education,A,820,77000000,12,0.2023
LN0003890,CUS0001580,2024-03-01,Personal Loan,Digital,North,Electronics,B,727,145000000,12,0.2952
LN0003891,CUS0003341,2024-03-01,Personal Loan,Branch,South,Home Improvement,E,487,298000000,12,0.2145
LN0003892,CUS0004585,2023-02-01,Personal Loan,Digital,North,Electronics,A,827,261000000,18,0.2965
LN0003893,CUS0002871,2023-08-01,Credit Card,Digital,Hanoi,Other,A,785,114000000,36,0.2723
LN0003894,CUS0001165,2024-03-01,Personal Loan,Digital,North,Other,C,692,179000000,18,0.2331
LN0003895,CUS0002194,2024-04-01,Personal Loan,Partner,Central,Electronics,B,749,38000000,18,0.199
LN0003896,CUS0000081,2024-01-01,Personal Loan,Digital,North,Home Improvement,C,685,264000000,36,0.2804
LN0003897,CUS0005496,2023-10-01,Personal Loan,Branch,North,Consumption,B,743,35000000,24,0.2871
LN0003898,CUS0003949,2023-06-01,Personal Loan,Partner,Hanoi,Home Improvement,A,820,81000000,12,0.2271
LN0003899,CUS0008572,2023-01-01,Credit Card,Digital,Ho Chi Minh City,Other,C,677,117000000,36,0.2597
LN0003900,CUS0006332,2023-01-01,Buy Now Pay Later,Branch,Hanoi,Electronics,D,639,19000000,3,0.2738
LN0003901,CUS0003788,2023-10-01,Personal Loan,Branch,Hanoi,Other,D,615,156000000,12,0.2415
LN0003902,CUS0004731,2023-09-01,Personal Loan,Branch,North,Medical,B,752,271000000,12,0.2146
LN0003903,CUS0006879,2023-06-01,Installment Loan,Digital,Ho Chi Minh City,Education,D,607,29000000,9,0.3135
LN0003904,CUS0003053,2023-09-01,Personal Loan,Branch,Ho Chi Minh City,Other,D,610,117000000,48,0.2462
LN0003905,CUS0007617,2024-01-01,Personal Loan,Telesales,South,Consumption,C,697,290000000,36,0.2134
LN0003906,CUS0000712,2023-08-01,Credit Card,Digital,South,Other,B,711,29000000,36,0.2429
LN0003907,CUS0001861,2023-12-01,Credit Card,Partner,Hanoi,Electronics,E,458,79000000,36,0.2917
LN0003908,CUS0008013,2023-11-01,Buy Now Pay Later,Digital,Hanoi,Electronics,B,700,10000000,6,0.201
LN0003909,CUS0003436,2024-02-01,Credit Card,Telesales,Hanoi,Other,E,508,98000000,36,0.3371
LN0003910,CUS0003402,2023-02-01,Personal Loan,Partner,South,Home Improvement,C,678,123000000,12,0.1992
LN0003911,CUS0005637,2023-12-01,Buy Now Pay Later,Partner,Hanoi,Medical,B,735,5000000,6,0.272
LN0003912,CUS0002560,2024-04-01,Buy Now Pay Later,Partner,South,Electronics,A,793,24000000,3,0.2198
LN0003913,CUS0003444,2024-01-01,Personal Loan,Digital,Hanoi,Consumption,C,678,291000000,36,0.2625
LN0003914,CUS0008402,2024-01-01,Credit Card,Branch,North,Electronics,B,719,35000000,36,0.3332
LN0003915,CUS0006476,2023-07-01,Personal Loan,Branch,North,Medical,B,716,129000000,36,0.2315
LN0003916,CUS0002371,2023-06-01,Personal Loan,Partner,North,Electronics,B,754,118000000,24,0.2134
LN0003917,CUS0002274,2024-05-01,Personal Loan,Digital,North,Medical,D,643,272000000,24,0.1895
LN0003918,CUS0007198,2024-03-01,Credit Card,Partner,North,Consumption,B,717,23000000,36,0.3015
LN0003919,CUS0004067,2023-11-01,Personal Loan,Branch,Central,Electronics,A,777,29000000,18,0.189
LN0003920,CUS0004571,2023-01-01,Personal Loan,Partner,South,Education,B,733,129000000,24,0.1904
LN0003921,CUS0003832,2024-02-01,Personal Loan,Branch,South,Medical,A,826,131000000,48,0.1947
LN0003922,CUS0003325,2023-04-01,Installment Loan,Branch,Central,Other,C,674,53000000,24,0.2651
LN0003923,CUS0000805,2024-04-01,Personal Loan,Branch,Ho Chi Minh City,Education,A,814,175000000,24,0.2994
LN0003924,CUS0008018,2023-09-01,Credit Card,Digital,South,Medical,B,744,28000000,36,0.2424
LN0003925,CUS0003253,2023-11-01,Personal Loan,Digital,Hanoi,Other,C,665,272000000,36,0.2143
LN0003926,CUS0001357,2023-02-01,Credit Card,Branch,Hanoi,Medical,E,472,54000000,36,0.2601
LN0003927,CUS0007416,2023-08-01,Installment Loan,Partner,Ho Chi Minh City,Education,D,613,61000000,18,0.2674
LN0003928,CUS0007150,2023-05-01,Personal Loan,Digital,South,Medical,C,655,34000000,18,0.2676
LN0003929,CUS0001614,2023-06-01,Buy Now Pay Later,Digital,Central,Education,C,684,24000000,9,0.2499
LN0003930,CUS0000099,2024-03-01,Personal Loan,Digital,Ho Chi Minh City,Education,A,762,171000000,24,0.2165
LN0003931,CUS0002239,2023-09-01,Installment Loan,Digital,North,Electronics,C,685,35000000,18,0.2821
LN0003932,CUS0007364,2024-04-01,Credit Card,Partner,Ho Chi Minh City,Electronics,B,758,117000000,36,0.2558
LN0003933,CUS0005541,2023-08-01,Credit Card,Partner,North,Other,B,704,23000000,36,0.2715
LN0003934,CUS0004953,2023-08-01,Credit Card,Partner,South,Electronics,C,692,107000000,36,0.3445
LN0003935,CUS0006354,2023-12-01,Personal Loan,Branch,South,Education,E,556,135000000,24,0.2966
LN0003936,CUS0003478,2023-01-01,Installment Loan,Digital,Central,Other,C,677,72000000,12,0.2728
LN0003937,CUS0008410,2024-02-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,A,839,97000000,18,0.272
LN0003938,CUS0003254,2023-05-01,Personal Loan,Telesales,South,Electronics,B,718,247000000,12,0.2254
LN0003939,CUS0002063,2023-10-01,Personal Loan,Digital,Ho Chi Minh City,Education,A,774,246000000,36,0.2133
LN0003940,CUS0000051,2024-04-01,Installment Loan,Partner,North,Medical,C,659,18000000,24,0.2622
LN0003941,CUS0002879,2023-01-01,Personal Loan,Digital,Hanoi,Medical,A,843,15000000,12,0.2935
LN0003942,CUS0003921,2023-04-01,Personal Loan,Telesales,Hanoi,Education,D,594,247000000,18,0.2138
LN0003943,CUS0008177,2024-01-01,Personal Loan,Telesales,Ho Chi Minh City,Home Improvement,A,783,238000000,48,0.2969
LN0003944,CUS0003229,2023-12-01,Personal Loan,Digital,North,Home Improvement,D,585,33000000,24,0.2983
LN0003945,CUS0007624,2023-07-01,Installment Loan,Branch,North,Medical,B,732,100000000,24,0.2922
LN0003946,CUS0003204,2023-08-01,Installment Loan,Branch,Ho Chi Minh City,Education,C,691,23000000,18,0.2345
LN0003947,CUS0007087,2023-11-01,Credit Card,Digital,Central,Education,C,660,86000000,36,0.3401
LN0003948,CUS0007388,2024-04-01,Buy Now Pay Later,Partner,Hanoi,Electronics,E,516,30000000,6,0.2475
LN0003949,CUS0006564,2023-10-01,Personal Loan,Telesales,North,Education,B,702,186000000,24,0.2916
LN0003950,CUS0001230,2023-11-01,Credit Card,Partner,Central,Consumption,C,691,60000000,36,0.2836
LN0003951,CUS0000662,2024-02-01,Credit Card,Branch,Central,Other,A,848,21000000,36,0.243
LN0003952,CUS0004101,2023-10-01,Credit Card,Partner,North,Other,B,758,62000000,36,0.3253
LN0003953,CUS0007119,2024-02-01,Buy Now Pay Later,Digital,Hanoi,Education,A,795,13000000,6,0.2118
LN0003954,CUS0006654,2023-11-01,Personal Loan,Partner,North,Electronics,B,749,101000000,24,0.2729
LN0003955,CUS0001662,2024-05-01,Personal Loan,Branch,Ho Chi Minh City,Other,A,766,231000000,18,0.2532
LN0003956,CUS0005391,2023-10-01,Personal Loan,Digital,Ho Chi Minh City,Education,A,831,20000000,24,0.1853
LN0003957,CUS0007056,2023-12-01,Credit Card,Telesales,Ho Chi Minh City,Education,B,756,43000000,36,0.2462
LN0003958,CUS0006872,2023-03-01,Personal Loan,Branch,Hanoi,Home Improvement,B,752,254000000,36,0.1882
LN0003959,CUS0004380,2023-04-01,Credit Card,Partner,North,Consumption,B,722,27000000,36,0.2521
LN0003960,CUS0003817,2023-02-01,Credit Card,Digital,Central,Home Improvement,A,777,35000000,36,0.2703
LN0003961,CUS0006289,2023-05-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Electronics,B,715,21000000,6,0.2673
LN0003962,CUS0000966,2023-04-01,Buy Now Pay Later,Telesales,North,Medical,C,658,28000000,9,0.2323
LN0003963,CUS0004093,2024-02-01,Credit Card,Partner,Ho Chi Minh City,Other,A,835,45000000,36,0.3013
LN0003964,CUS0007994,2023-07-01,Installment Loan,Digital,Ho Chi Minh City,Other,E,515,26000000,12,0.2541
LN0003965,CUS0003204,2024-04-01,Installment Loan,Partner,North,Consumption,A,791,16000000,9,0.2127
LN0003966,CUS0005058,2023-02-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,A,824,32000000,18,0.2775
LN0003967,CUS0003196,2023-07-01,Personal Loan,Partner,North,Education,C,698,153000000,12,0.232
LN0003968,CUS0005142,2023-11-01,Buy Now Pay Later,Branch,Hanoi,Home Improvement,C,684,20000000,6,0.2267
LN0003969,CUS0004960,2024-01-01,Personal Loan,Telesales,North,Education,C,697,201000000,36,0.1805
LN0003970,CUS0008651,2023-05-01,Installment Loan,Digital,Central,Medical,B,752,64000000,12,0.3196
LN0003971,CUS0006738,2024-04-01,Personal Loan,Partner,North,Education,A,797,86000000,36,0.2464
LN0003972,CUS0005956,2023-11-01,Personal Loan,Digital,Ho Chi Minh City,Education,B,707,54000000,48,0.2977
LN0003973,CUS0001029,2023-11-01,Buy Now Pay Later,Digital,Hanoi,Education,E,538,21000000,3,0.1909
LN0003974,CUS0004652,2023-04-01,Buy Now Pay Later,Partner,South,Medical,B,718,6000000,9,0.2494
LN0003975,CUS0002735,2023-06-01,Personal Loan,Digital,Central,Home Improvement,B,741,80000000,48,0.2013
LN0003976,CUS0007979,2023-09-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,A,763,204000000,18,0.1989
LN0003977,CUS0000913,2023-08-01,Buy Now Pay Later,Branch,South,Medical,A,760,20000000,12,0.2691
LN0003978,CUS0005660,2023-11-01,Personal Loan,Partner,South,Medical,E,563,162000000,36,0.2621
LN0003979,CUS0005056,2024-05-01,Installment Loan,Digital,North,Consumption,D,601,28000000,9,0.2637
LN0003980,CUS0007194,2024-05-01,Personal Loan,Branch,Hanoi,Medical,C,651,77000000,48,0.2822
LN0003981,CUS0006160,2024-02-01,Personal Loan,Partner,Hanoi,Other,B,751,164000000,24,0.2304
LN0003982,CUS0007622,2024-05-01,Personal Loan,Digital,Central,Medical,B,713,59000000,12,0.1956
LN0003983,CUS0007011,2023-03-01,Credit Card,Partner,North,Other,B,731,60000000,36,0.2526
LN0003984,CUS0004831,2023-04-01,Personal Loan,Branch,Ho Chi Minh City,Other,D,644,74000000,18,0.262
LN0003985,CUS0000474,2023-03-01,Buy Now Pay Later,Digital,South,Education,B,752,14000000,12,0.2577
LN0003986,CUS0004738,2023-01-01,Installment Loan,Branch,Central,Consumption,D,595,74000000,9,0.2448
LN0003987,CUS0004782,2023-06-01,Buy Now Pay Later,Partner,North,Education,A,823,8000000,9,0.2313
LN0003988,CUS0003665,2024-01-01,Installment Loan,Branch,South,Consumption,B,734,73000000,9,0.2944
LN0003989,CUS0003581,2023-03-01,Personal Loan,Branch,South,Other,A,833,250000000,48,0.2334
LN0003990,CUS0003210,2023-07-01,Credit Card,Digital,South,Education,D,642,57000000,36,0.3133
LN0003991,CUS0006614,2023-05-01,Installment Loan,Digital,South,Other,C,665,25000000,24,0.2522
LN0003992,CUS0003307,2023-07-01,Buy Now Pay Later,Digital,Central,Electronics,C,656,2000000,12,0.2841
LN0003993,CUS0000290,2023-09-01,Installment Loan,Partner,South,Medical,D,581,18000000,18,0.2005
LN0003994,CUS0005955,2023-09-01,Personal Loan,Partner,South,Education,D,641,295000000,36,0.2313
LN0003995,CUS0000682,2024-05-01,Installment Loan,Branch,North,Electronics,B,716,23000000,6,0.239
LN0003996,CUS0000145,2023-03-01,Personal Loan,Partner,South,Home Improvement,C,652,127000000,36,0.2074
LN0003997,CUS0005381,2023-07-01,Installment Loan,Branch,Ho Chi Minh City,Electronics,A,789,74000000,6,0.3005
LN0003998,CUS0006800,2024-03-01,Installment Loan,Digital,Ho Chi Minh City,Other,B,706,38000000,9,0.2306
LN0003999,CUS0003993,2024-03-01,Installment Loan,Partner,Ho Chi Minh City,Home Improvement,C,651,18000000,6,0.2503
LN0004000,CUS0005249,2024-03-01,Credit Card,Digital,North,Education,C,661,21000000,36,0.2711
LN0004001,CUS0005930,2023-08-01,Buy Now Pay Later,Digital,Central,Consumption,A,805,6000000,3,0.2522
LN0004002,CUS0002091,2024-04-01,Personal Loan,Digital,South,Electronics,D,588,281000000,24,0.2281
LN0004003,CUS0007451,2023-11-01,Installment Loan,Digital,South,Medical,B,736,96000000,18,0.2561
LN0004004,CUS0005879,2023-04-01,Credit Card,Branch,South,Electronics,C,683,60000000,36,0.2972
LN0004005,CUS0004895,2023-06-01,Credit Card,Digital,South,Education,C,666,34000000,36,0.2745
LN0004006,CUS0001008,2023-03-01,Personal Loan,Partner,Ho Chi Minh City,Education,B,754,119000000,48,0.282
LN0004007,CUS0003692,2023-08-01,Credit Card,Partner,South,Electronics,B,745,59000000,36,0.2939
LN0004008,CUS0001648,2024-02-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,B,747,144000000,36,0.2274
LN0004009,CUS0000112,2023-08-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Consumption,D,595,11000000,3,0.2771
LN0004010,CUS0003790,2024-04-01,Personal Loan,Telesales,Hanoi,Electronics,A,829,191000000,24,0.2964
LN0004011,CUS0000696,2024-05-01,Buy Now Pay Later,Digital,South,Home Improvement,B,704,30000000,9,0.2984
LN0004012,CUS0007364,2024-05-01,Credit Card,Branch,South,Electronics,D,601,61000000,36,0.3082
LN0004013,CUS0008044,2023-01-01,Credit Card,Partner,South,Consumption,C,666,20000000,36,0.3187
LN0004014,CUS0007710,2023-02-01,Personal Loan,Digital,Central,Consumption,A,817,119000000,48,0.2398
LN0004015,CUS0000630,2023-06-01,Credit Card,Partner,Hanoi,Consumption,A,839,106000000,36,0.2873
LN0004016,CUS0005274,2023-06-01,Personal Loan,Branch,Ho Chi Minh City,Medical,C,690,108000000,18,0.2038
LN0004017,CUS0005265,2023-07-01,Personal Loan,Branch,South,Medical,D,624,209000000,48,0.2245
LN0004018,CUS0002844,2024-05-01,Installment Loan,Digital,North,Education,B,737,70000000,18,0.269
LN0004019,CUS0007141,2023-05-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,A,789,165000000,36,0.2547
LN0004020,CUS0001427,2023-10-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,A,810,97000000,12,0.238
LN0004021,CUS0007450,2024-03-01,Credit Card,Partner,Ho Chi Minh City,Home Improvement,A,807,29000000,36,0.3479
LN0004022,CUS0008684,2023-03-01,Personal Loan,Telesales,Central,Electronics,C,697,89000000,48,0.1924
LN0004023,CUS0008824,2023-10-01,Installment Loan,Digital,South,Other,C,667,91000000,9,0.3004
LN0004024,CUS0001455,2023-06-01,Buy Now Pay Later,Partner,Central,Consumption,D,634,23000000,6,0.2883
LN0004025,CUS0001433,2024-03-01,Personal Loan,Digital,South,Electronics,C,695,263000000,12,0.2847
LN0004026,CUS0000747,2024-03-01,Credit Card,Digital,Central,Other,C,676,49000000,36,0.3189
LN0004027,CUS0008087,2024-02-01,Installment Loan,Partner,Central,Consumption,B,700,69000000,18,0.3084
LN0004028,CUS0007132,2023-08-01,Credit Card,Partner,South,Electronics,C,669,69000000,36,0.3159
LN0004029,CUS0000296,2023-05-01,Installment Loan,Digital,Central,Education,C,667,61000000,18,0.2599
LN0004030,CUS0008446,2024-04-01,Personal Loan,Digital,Central,Education,C,650,145000000,48,0.2424
LN0004031,CUS0003263,2023-08-01,Buy Now Pay Later,Digital,North,Electronics,A,790,29000000,9,0.2147
LN0004032,CUS0001668,2024-05-01,Buy Now Pay Later,Partner,Ho Chi Minh City,Consumption,B,707,21000000,12,0.2987
LN0004033,CUS0001983,2023-11-01,Buy Now Pay Later,Telesales,South,Education,C,664,4000000,6,0.2244
LN0004034,CUS0006298,2023-07-01,Installment Loan,Partner,North,Other,D,609,80000000,6,0.2282
LN0004035,CUS0002082,2023-12-01,Personal Loan,Digital,South,Education,A,775,280000000,48,0.2943
